;id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;dis_super;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15;ahf1;ahf2;ahf3
1270;822069029;20150217T000000;579000.0;3;2.75;2660;223027;1.0;0.0;998.36;0.0;3.0;8.0;1330.0;1330.0;1962.0;2015;98038;47.4127;-122.071;1560;222591;72.85903711071865;103.1345947028205;175.99363181353914
1271;7312000240;20140623T000000;442000.0;4;2.5;2520;7253;2.0;0.0;1632.23;0.0;3.0;9.0;2520.0;0.0;1990.0;0;98059;47.5148;-122.159;2570;8359;55.68834654794182;123.20128906985985;178.88963561780167
1272;8669160310;20141209T000000;266000.0;3;2.5;1805;3402;2.0;0.0;1024.37;0.0;3.0;7.0;1805.0;0.0;2009.0;0;98002;47.3521;-122.212;2095;3402;67.42652945830554;122.62474996539642;190.05127942370194
1273;6147650170;20140514T000000;253000.0;4;2.5;2230;4541;2.0;0.0;1231.11;0.0;3.0;7.0;2230.0;0.0;2006.0;0;98042;47.3848;-122.1;2800;4860;37.190176802394866;109.0375097027832;146.22768650517807
1274;1423200110;20150513T000000;180000.0;2;1.0;800;9450;1.0;0.0;793.3;0.0;3.0;6.0;800.0;0.0;1958.0;0;98058;47.4563;-122.184;1090;9450;43.49821901151565;104.72970876915579;148.22792778067145
1275;3329520170;20140521T000000;25000.0;3;2.0;1170;7258;1.0;0.0;989.58;0.0;3.0;7.0;1170.0;0.0;1984.0;0;98001;47.3333;-122.266;1410;7750;85.30529271340659;113.0872384686774;198.39253118208399
1276;2473420140;20140923T000000;315000.0;4;2.75;2300;18360;1.0;0.0;1114.98;0.0;4.0;7.0;1560.0;740.0;1979.0;0;98058;47.4518;-122.16;1870;9588;20.16771216793674;105.27539964628318;125.44311181421992
1277;2738600220;20140804T000000;451000.0;3;2.5;2050;4876;2.0;0.0;820.64;0.0;3.0;8.0;2050.0;0.0;2005.0;0;98072;47.7746;-122.158;2320;4065;83.23040626920631;105.66756065531635;188.89796692452268
1278;2574900080;20140513T000000;1550000.0;5;3.25;3370;17458;1.0;0.0;415.82;2.0;5.0;10.0;2000.0;1370.0;1982.0;0;98040;47.5591;-122.229;4240;15202;86.28461005340998;111.05334746700328;197.33795752041325
1279;5437810320;20141117T000000;269950.0;3;1.5;1950;7560;1.0;0.0;811.68;2.0;4.0;7.0;1320.0;630.0;1975.0;0;98022;47.1976;-121.999;1950;8941;77.68990342409192;112.51134280344985;190.2012462275418
1280;847100047;20140917T000000;99999999.0;4;2.75;3220;9825;2.0;0.0;927.41;0.0;3.0;8.0;3220.0;0.0;2012.0;0;98059;47.4863;-122.143;2820;8566;45.31295081374363;107.61532668889612;152.92827750263976
1281;2155500030;20150428T000000;380000.0;4;1.75;1720;9600;1.0;0.0;1082.32;0.0;4.0;8.0;1720.0;0.0;1969.0;0;98059;47.4764;-122.155;1660;10720;44.305492712815244;92.5500416478117;136.85553436062693
1282;9268850180;20140718T000000;99999999.0;3;1.75;1290;1237;2.0;0.0;1034.62;0.0;3.0;7.0;1060.0;230.0;2008.0;0;98027;47.54;-122.026;1370;942;81.22003669425638;105.44174472100059;186.66178141525697
1283;239000115;20150408T000000;535000.0;2;1.75;2330;7280;1.0;0.0;1056.62;0.0;3.0;7.0;1450.0;880.0;1982.0;0;98188;47.4282;-122.28;1830;12178;52.276412866446506;97.48343722566752;149.75985009211402
1284;4389200753;20140819T000000;1565000.0;4;2.75;2810;8570;2.0;0.0;1462.95;0.0;3.0;10.0;2810.0;0.0;1993.0;0;98004;47.6159;-122.211;2810;9621;38.51744632956313;106.54756752114444;145.06501385070757
1285;1245000865;20150408T000000;620000.0;3;2.25;1990;6256;1.0;0.0;731.84;0.0;3.0;7.0;1390.0;600.0;1960.0;0;98033;47.6903;-122.206;2080;9300;85.4709218965277;107.61680337431402;193.0877252708417
1286;7931000066;20141224T000000;280000.0;2;1.75;1960;30144;1.0;0.0;642.25;0.0;3.0;7.0;980.0;980.0;1957.0;0;98031;47.4234;-122.212;1960;10140;55.4840082643979;87.24941451654288;142.73342278094077
1287;2770601912;20150402T000000;99999999.0;3;3.25;1550;1280;2.0;0.0;992.32;0.0;3.0;9.0;1220.0;330.0;2013.0;0;98199;47.6493;-122.384;1550;1579;24.806632388480686;102.04850766660488;126.85514005508557
1288;8644210050;20140926T000000;689000.0;4;2.75;3220;16145;2.0;0.0;937.25;0.0;3.0;10.0;3220.0;0.0;1993.0;0;98075;47.5786;-121.995;3200;12921;77.80874426647722;112.01208170359493;189.82082597007215
1289;7852130550;20140916T000000;530000.0;4;2.5;3020;6788;2.0;0.0;1048.93;0.0;3.0;7.0;3020.0;0.0;2002.0;0;98065;47.5346;-121.881;2640;5325;69.36855728811618;110.96343037069316;180.33198765880934
1290;4174600386;20150414T000000;310000.0;5;3.0;2270;5001;1.0;0.0;725.09;0.0;3.0;7.0;1360.0;910.0;1989.0;0;98108;47.5539;-122.3;1950;5500;84.18451641295765;102.85807691336123;187.04259332631887
1291;4323700230;20140818T000000;390000.0;4;1.75;2020;9750;1.0;0.0;1419.32;0.0;3.0;7.0;1100.0;920.0;1975.0;0;98074;47.6192;-122.055;1670;9600;81.09704574189428;81.62682850745108;162.72387424934536
1292;8651510020;20140827T000000;492000.0;3;2.25;2100;7335;2.0;0.0;745.82;0.0;3.0;8.0;2100.0;0.0;1983.0;0;98074;47.647;-122.061;2050;8930;38.53004862119502;107.60138811330515;146.13143673450017
1293;7549802535;20141111T000000;423000.0;4;2.0;1970;6480;1.5;0.0;1405.25;0.0;5.0;7.0;1130.0;840.0;1920.0;0;98108;47.5511;-122.312;1500;6480;27.589391496131718;125.83925343746861;153.42864493360034
1294;5244800895;20140523T000000;595000.0;2;1.5;1030;4500;1.0;0.0;618.22;0.0;3.0;7.0;830.0;200.0;1924.0;0;98109;47.6455;-122.352;1250;4000;36.63277202060403;109.5921026632571;146.22487468386112
1295;3585901025;20140613T000000;1735000.0;3;2.5;4310;32093;1.5;0.0;718.71;4.0;5.0;10.0;2510.0;1800.0;1982.0;0;98177;47.7624;-122.38;3810;26400;35.10626114060287;114.23331766682199;149.33957880742486
1296;23520190;20150316T000000;490000.0;3;1.75;1470;9750;1.0;0.0;734.24;0.0;4.0;7.0;1470.0;0.0;1978.0;0;98052;47.6975;-122.12;1800;9600;25.491159236608837;121.27698825725817;146.768147493867
1297;8731990090;20140820T000000;560000.0;4;2.75;2930;22000;1.0;0.0;431.08;3.0;4.0;9.0;1580.0;1350.0;1978.0;0;98023;47.3227;-122.384;2930;9758;47.33798448167638;111.03544609934099;158.37343058101737
1298;7376300085;20150505T000000;530000.0;3;1.75;1430;10350;1.0;0.0;1098.54;0.0;3.0;7.0;1430.0;0.0;1959.0;0;98008;47.6353;-122.123;1890;10350;35.61368843837131;107.446635893746;143.06032433211732
1299;1388600070;20141124T000000;294400.0;4;2.5;1788;10183;2.0;0.0;517.11;0.0;4.0;7.0;1788.0;0.0;1990.0;0;98002;47.2883;-122.218;1700;6600;17.338707131807865;109.1039846446992;126.44269177650706
1300;8731990370;20150422T000000;374950.0;4;3.0;2540;8800;1.0;0.0;1090.02;1.0;3.0;9.0;1620.0;920.0;1977.0;0;98023;47.3204;-122.387;2540;8800;39.99518515068499;84.82850022377322;124.82368537445821
1301;3445000274;20150513T000000;170000.0;3;1.0;970;8710;1.0;0.0;1033.77;0.0;4.0;6.0;970.0;0.0;1962.0;0;98198;47.4167;-122.302;1280;11805;81.91636304567943;123.45097332854463;205.36733637422407
1302;3336000791;20150407T000000;325000.0;3;1.0;950;4500;1.0;0.0;488.31;0.0;4.0;6.0;950.0;0.0;1943.0;0;98118;47.5273;-122.265;1140;4500;85.46096562836391;99.27095087563784;184.73191650400173
1303;2946001550;20150416T000000;279000.0;6;1.75;2240;11180;2.0;0.0;744.92;0.0;4.0;7.0;2240.0;0.0;1955.0;0;98198;47.42;-122.323;1590;7955;85.12559070083631;110.21656047627943;195.34215117711574
1304;1722049154;20140707T000000;538250.0;3;2.25;2590;15229;2.0;0.0;1085.21;3.0;3.0;8.0;2590.0;0.0;1984.0;0;98198;47.3948;-122.325;2590;15229;83.61523167697752;84.8124353654158;168.4276670423933
1305;6441800060;20141209T000000;725786.0;4;2.5;3070;5762;2.0;0.0;543.65;0.0;3.0;10.0;3070.0;0.0;2000.0;0;98075;47.5847;-122.08;3630;6500;35.785115759889585;114.65638450723621;150.4415002671258
1306;7129302685;20140911T000000;699000.0;3;2.0;2010;4320;2.0;0.0;1156.07;2.0;3.0;9.0;2010.0;0.0;1999.0;0;98118;47.5153;-122.256;1640;5225;76.21146934904712;92.62446126350287;168.83593061255
1307;5561000330;20150505T000000;525000.0;3;1.75;2620;38350;1.0;0.0;745.04;0.0;4.0;8.0;1320.0;1300.0;1977.0;0;98027;47.4619;-121.991;2170;36962;39.14186529977582;114.32179937429822;153.46366467407404
1308;624110860;20150427T000000;1150000.0;4;3.5;3760;20609;2.0;0.0;1055.77;0.0;3.0;11.0;3760.0;0.0;1990.0;0;98077;47.7255;-122.059;3360;15761;79.44082650016539;105.14785380447304;184.58868030463844
1309;6169901085;20140807T000000;1445000.0;4;2.5;3200;3600;3.0;0.0;1054.42;3.0;4.0;9.0;2600.0;600.0;1997.0;0;98119;47.632;-122.369;2490;4080;33.635340116227006;84.61699928811501;118.25233940434202
1310;7501000130;20140505T000000;800866.0;5;2.5;3180;13806;2.0;0.0;1034.72;0.0;4.0;10.0;3180.0;0.0;1990.0;0;98033;47.652;-122.182;3180;13798;86.5292923754398;108.08486814974242;194.61416052518223
1311;6840700165;20140701T000000;202000.0;1;1.0;590;833;1.0;0.0;1275.87;0.0;4.0;7.0;590.0;0.0;1926.0;0;98122;47.6082;-122.299;780;1617;32.34110285157717;104.9444376906903;137.28554054226746
1312;2525000220;20150414T000000;370000.0;3;1.75;1480;7725;1.5;0.0;774.11;0.0;4.0;7.0;1480.0;0.0;1981.0;0;98059;47.483;-122.163;1720;8379;39.15746252680399;110.74422304898897;149.90168557579295
1313;1446110020;20140910T000000;405000.0;5;3.5;3672;9742;2.0;0.0;799.99;0.0;3.0;9.0;3006.0;666.0;2006.0;0;98092;47.3255;-122.192;2140;9118;76.70738275926928;115.63661016847429;192.34399292774356
1314;2595300210;20141106T000000;473600.0;4;1.5;1780;8400;1.0;0.0;944.4;0.0;3.0;7.0;1080.0;700.0;1969.0;0;98136;47.5173;-122.385;1660;8400;18.534351103503383;98.27386814972304;116.80821925322643
1315;1311600020;20140821T000000;285000.0;4;2.5;2360;7350;1.0;0.0;1219.07;0.0;4.0;7.0;1440.0;920.0;1965.0;0;98001;47.3417;-122.277;1450;7305;45.179408855071344;89.18258558631031;134.36199444138165
1316;1868900035;20150407T000000;840000.0;3;1.75;2020;4800;1.0;0.0;510.53;0.0;4.0;8.0;1090.0;930.0;1926.0;0;98115;47.6726;-122.294;1680;4800;33.205026583196535;108.32715944950293;141.53218603269946
1317;8816400885;20141008T000000;450000.0;4;1.75;1640;1480;1.0;0.0;1037.96;0.0;4.0;7.0;820.0;820.0;1912.0;0;98105;47.6684;-122.314;1420;2342;31.055983321769624;104.48943556821888;135.5454188899885
1318;4141800030;20141014T000000;920000.0;3;1.75;2480;4000;1.0;0.0;763.5;0.0;3.0;8.0;1240.0;1240.0;1948.0;2014;98122;47.615;-122.288;2450;4000;27.808378419465008;110.24125540374476;138.04963382320977
1319;5244801550;20140916T000000;1112000.0;4;3.0;2770;2650;2.0;0.0;870.08;0.0;3.0;9.0;2180.0;590.0;2014.0;0;98109;47.6435;-122.354;1820;2960;46.284519291789195;103.55631291021474;149.84083220200392
1320;3317010130;20150317T000000;236000.0;3;1.75;1090;7647;1.0;0.0;699.93;0.0;3.0;7.0;1090.0;0.0;1994.0;0;98003;47.2613;-122.302;1660;9219;18.00081941680625;105.75476809365179;123.75558751045804
1321;5693501102;20141030T000000;99999999.0;3;3.0;1560;2091;3.0;0.0;1038.94;0.0;3.0;8.0;1560.0;0.0;2006.0;0;98103;47.6604;-122.352;1530;2091;85.10694466776683;96.83977302986372;181.94671769763056
1322;1775910270;20141020T000000;355000.0;3;1.0;1200;16000;1.0;0.0;1017.2;0.0;3.0;7.0;1200.0;0.0;1970.0;0;98072;47.7452;-122.101;1960;15500;24.470233740922552;118.38715116957921;142.85738491050176
1323;4365200620;20150312T000000;394000.0;3;1.0;1450;7930;1.0;0.0;908.6;0.0;4.0;6.0;1150.0;300.0;1923.0;0;98126;47.5212;-122.371;1040;7740;62.03278080836549;103.57861569050299;165.6113964988685
1324;3625700010;20140506T000000;1870000.0;5;4.0;4510;15175;2.0;0.0;706.69;0.0;3.0;10.0;4510.0;0.0;1969.0;2002;98040;47.5309;-122.228;3510;13500;71.12984697650118;97.48946100933848;168.61930798583967
1325;522069022;20140714T000000;599000.0;5;2.5;2950;72309;2.0;0.0;555.83;0.0;3.0;8.0;2950.0;0.0;2006.0;0;98058;47.4186;-122.079;1480;56192;15.638586980269963;105.20225335698467;120.84084033725463
1326;4045900020;20150413T000000;650000.0;2;1.5;1440;136778;1.0;0.0;1367.74;0.0;4.0;8.0;1140.0;300.0;1956.0;0;98072;47.7608;-122.118;1740;21600;47.910796908201014;111.21960705876987;159.13040396697087
1327;9550200155;20150407T000000;887200.0;3;1.0;1400;5100;1.5;0.0;690.29;0.0;3.0;7.0;1400.0;0.0;1900.0;0;98103;47.6677;-122.333;1740;3060;26.406705313848143;76.9833758272716;103.39008114111974
1328;9460000010;20141203T000000;285000.0;3;1.75;1990;6500;1.0;0.0;1188.76;0.0;3.0;7.0;1090.0;900.0;1961.0;0;98055;47.488;-122.221;2150;6500;61.661325773242126;104.03320948228779;165.6945352555299
1329;9371700085;20140722T000000;425000.0;3;1.75;1380;8182;1.0;0.0;1074.31;0.0;5.0;7.0;1380.0;0.0;1942.0;0;98133;47.7513;-122.349;1300;8188;63.41891984842819;92.21183784322007;155.63075769164826
1330;3293700496;20141204T000000;450000.0;4;1.75;1850;7730;1.0;0.0;902.47;0.0;5.0;7.0;1100.0;750.0;1956.0;0;98133;47.7481;-122.355;2260;8581;44.95274771895264;87.94630752940483;132.89905524835746
1331;6056100114;20140825T000000;477000.0;3;2.5;2100;5060;2.0;0.0;802.64;0.0;3.0;7.0;2100.0;0.0;2006.0;0;98108;47.563;-122.298;1520;2468;20.051264881320705;90.10219513632214;110.15346001764284
1332;3625059071;20150108T000000;899000.0;4;2.25;2290;40946;1.0;0.0;1043.84;3.0;4.0;8.0;1550.0;740.0;1960.0;0;98008;47.616;-122.103;2790;20076;27.203406321692185;99.99788349532383;127.20128981701602
1333;3585210200;20140602T000000;366000.0;3;1.75;1510;8301;1.0;0.0;673.01;0.0;3.0;7.0;1510.0;0.0;1967.0;0;98034;47.7243;-122.222;1460;7910;59.77930212204589;111.017693294172;170.7969954162179
1334;6119700150;20141112T000000;765000.0;4;2.5;3140;16200;1.0;0.0;1072.36;1.0;3.0;9.0;2570.0;570.0;1988.0;0;98166;47.4363;-122.342;2530;13200;12.2190549403754;117.43316564809517;129.65222058847058
1335;8082400100;20140825T000000;535000.0;3;1.75;1380;3561;1.0;0.0;784.75;0.0;4.0;7.0;860.0;520.0;1925.0;0;98117;47.6822;-122.399;1820;4593;68.86900549604373;101.13227778627473;170.00128328231847
1336;4083305633;20140722T000000;615000.0;3;3.25;1470;1152;3.0;0.0;966.14;0.0;3.0;8.0;1470.0;0.0;2003.0;0;98103;47.6516;-122.337;1470;1506;36.02575750425104;101.38302243283808;137.40877993708912
1337;6600060150;20150312T000000;392000.0;4;2.5;2130;4028;2.0;0.0;759.84;0.0;3.0;8.0;2130.0;0.0;2014.0;0;98146;47.5108;-122.363;1830;7817;75.61776387997176;118.5133976874025;194.13116156737425
1338;1951600240;20141208T000000;185000.0;3;1.0;1240;9198;1.5;0.0;990.89;0.0;4.0;7.0;1240.0;0.0;1959.0;0;98032;47.37;-122.297;1170;8970;21.084288531608195;107.91369530139534;128.99798383300353
1339;7625702441;20140808T000000;377500.0;3;2.5;1350;886;3.0;0.0;1047.64;0.0;3.0;8.0;1270.0;80.0;2006.0;0;98136;47.5491;-122.387;1350;886;11.250701024577225;103.85362243821241;115.10432346278964
1340;1133000671;20140602T000000;315000.0;3;1.0;960;6634;1.0;0.0;964.42;0.0;3.0;6.0;960.0;0.0;1952.0;0;98125;47.7264;-122.31;1570;7203;57.207304955391194;121.7492366888496;178.95654164424082
1341;6844700510;20141203T000000;700000.0;4;2.5;2672;4297;2.0;0.0;1043.5;0.0;3.0;8.0;2020.0;652.0;2005.0;0;98115;47.6955;-122.289;1720;6120;62.938535889450314;122.80254298028547;185.7410788697358
1342;3825310760;20141229T000000;714000.0;4;2.5;3230;7766;2.0;0.0;705.48;0.0;3.0;9.0;3230.0;0.0;2005.0;0;98052;47.7069;-122.131;3740;8344;20.99583626471359;104.16340377808227;125.15924004279586
1343;6814600150;20140905T000000;863000.0;4;1.75;2800;5400;1.0;0.0;816.92;0.0;3.0;9.0;1400.0;1400.0;1924.0;2006;98115;47.6803;-122.313;1490;5400;79.48516013660996;100.14444543872871;179.62960557533867
1344;7226000110;20140726T000000;205000.0;2;1.0;900;4397;1.0;0.0;775.79;0.0;3.0;6.0;900.0;0.0;1918.0;0;98055;47.4851;-122.205;1430;4500;39.697813838020714;111.00114745199969;150.6989612900204
1345;4017110020;20140630T000000;445800.0;4;2.25;2070;39446;1.0;0.0;682.11;0.0;3.0;8.0;1470.0;600.0;1977.0;0;98155;47.7765;-122.276;2140;12043;70.5628360796985;89.82346901589385;160.38630509559235
1346;3353401070;20140625T000000;260000.0;5;2.5;2025;7760;2.0;0.0;972.73;0.0;3.0;7.0;2025.0;0.0;2007.0;0;98001;47.2671;-122.256;1664;9000;25.36418718932618;85.82770885885289;111.19189604817907
1347;847100021;20140520T000000;515000.0;4;2.5;2670;8765;2.0;0.0;871.21;0.0;3.0;9.0;2670.0;0.0;2006.0;0;98059;47.4876;-122.146;2880;8765;67.3933930859628;107.18045459514423;174.57384768110703
1348;302000375;20150506T000000;250000.0;3;2.0;1050;18304;1.0;0.0;851.3;0.0;4.0;7.0;1050.0;0.0;1953.0;0;98001;47.3206;-122.269;1690;15675;32.396643659961214;99.1617927985904;131.55843645855163
1349;425069102;20141126T000000;730000.0;4;2.75;3660;150282;2.0;0.0;843.57;0.0;3.0;10.0;3660.0;0.0;1990.0;0;98053;47.6813;-122.048;3090;53578;54.35937311327876;110.38119739367504;164.7405705069538
1350;1332700030;20150312T000000;293000.0;2;2.25;1610;1968;2.0;0.0;904.15;0.0;4.0;7.0;1610.0;0.0;1979.0;0;98056;47.5184;-122.196;1950;1968;80.21284327641413;88.40967784770571;168.62252112411983
1351;7657000540;20140902T000000;165000.0;4;1.0;1220;7980;1.5;0.0;987.39;0.0;3.0;6.0;1220.0;0.0;1944.0;0;98178;47.4924;-122.237;1210;7920;40.22680671432579;128.22574053830115;168.45254725262694
1352;7303200450;20150408T000000;242000.0;3;1.75;1500;7560;1.0;0.0;937.79;0.0;3.0;7.0;1500.0;0.0;1979.0;0;98003;47.3467;-122.296;1500;7560;32.9750518887683;98.67252826695842;131.64758015572673
1353;3654800200;20141022T000000;265000.0;3;2.5;1720;6271;2.0;0.0;1128.45;0.0;3.0;7.0;1720.0;0.0;1993.0;0;98038;47.3898;-122.049;1570;6587;73.4754831900366;113.56919825334579;187.0446814433824
1354;1457500026;20140616T000000;265000.0;3;1.0;1000;9150;1.0;0.0;982.74;0.0;3.0;7.0;1000.0;0.0;1969.0;0;98059;47.4829;-122.124;1490;10647;61.43683098296138;96.86068020022452;158.29751118318592
1355;255000270;20140723T000000;410000.0;3;2.25;1790;5794;1.5;0.0;1756.85;0.0;3.0;7.0;1380.0;410.0;1985.0;0;98072;47.7477;-122.171;2140;7769;54.736438789181854;118.56620902384695;173.3026478130288
1356;7436400020;20150325T000000;585000.0;3;1.75;1840;7350;1.0;0.0;976.57;0.0;3.0;8.0;1370.0;470.0;1974.0;0;98033;47.6729;-122.166;1920;8518;72.766437576239;106.7769386731415;179.54337624938051
1357;8807900233;20140630T000000;427500.0;2;2.0;1090;934;3.0;0.0;984.31;0.0;3.0;8.0;1090.0;0.0;2008.0;0;98109;47.6341;-122.342;1090;1376;74.05928572641385;107.4415981736265;181.50088390004035
1358;1274500240;20140820T000000;205000.0;3;1.5;1120;8366;1.0;0.0;954.22;0.0;3.0;7.0;1120.0;0.0;1968.0;0;98042;47.3632;-122.11;1260;9000;82.76957720175284;106.71880712743288;189.48838432918572
1359;7893206095;20140716T000000;181100.0;4;1.75;1850;7500;1.0;0.0;1231.62;0.0;3.0;7.0;1850.0;0.0;1954.0;0;98198;47.4217;-122.333;1460;7500;85.00939004461225;87.42736568236766;172.43675572697992
1360;3996900555;20141017T000000;395000.0;4;2.0;1780;8149;1.5;0.0;1209.21;0.0;4.0;7.0;1780.0;0.0;1948.0;0;98155;47.745;-122.302;1180;8149;23.88655324209936;107.71404103906535;131.60059428116472
1361;8679600100;20150130T000000;465000.0;5;1.5;1750;12491;1.0;0.0;1202.08;0.0;3.0;6.0;1390.0;360.0;1961.0;0;98033;47.6995;-122.174;1560;12473;13.114219595032495;85.13317648810934;98.24739608314184
1362;1687000210;20140725T000000;275000.0;3;2.5;2497;4400;2.0;0.0;975.93;0.0;3.0;8.0;2497.0;0.0;2007.0;0;98001;47.2873;-122.283;2434;4400;52.25395682406462;90.67915806871866;142.9331148927833
1363;1074100020;20141007T000000;299000.0;3;1.0;1520;8320;1.0;0.0;609.07;0.0;3.0;6.0;1520.0;0.0;1953.0;0;98133;47.7699;-122.335;1500;8320;29.90809770449352;80.7350879983805;110.643185702874
1364;1562000120;20140512T000000;660000.0;4;2.5;2550;10000;1.0;0.0;1153.73;0.0;3.0;8.0;1290.0;1260.0;1964.0;0;98007;47.6208;-122.141;2270;8640;81.69800246575502;122.2377412371655;203.93574370292052
1365;4401200010;20140808T000000;795000.0;4;2.75;3100;7501;2.0;0.0;925.93;0.0;3.0;10.0;3100.0;0.0;1998.0;0;98052;47.6859;-122.109;3140;8672;55.748190892027225;107.64182432934196;163.3900152213692
1366;6690500060;20140724T000000;530000.0;3;1.0;1370;4040;1.5;0.0;1288.2;0.0;3.0;7.0;1370.0;0.0;1906.0;0;98103;47.6867;-122.354;1220;3030;29.68630822038336;129.35500235586073;159.0413105762441
1367;7504020960;20150107T000000;879900.0;4;2.75;3580;12000;1.0;0.0;761.19;0.0;3.0;10.0;1840.0;1740.0;1979.0;0;98074;47.6319;-122.05;2910;12428;40.05285858255366;89.24161331792466;129.29447190047833
1368;2877103070;20150223T000000;775000.0;4;2.5;2040;5000;1.5;0.0;438.99;0.0;5.0;7.0;1180.0;860.0;1924.0;0;98117;47.6786;-122.36;1540;5000;21.83096164861024;131.74007638796684;153.57103803657708
1369;7883603425;20140529T000000;155000.0;3;1.0;1250;6250;1.0;0.0;692.36;0.0;2.0;7.0;1030.0;220.0;1949.0;0;98108;47.5292;-122.323;1130;6250;25.202758050522355;129.73428841908787;154.93704646961024
1370;2787720170;20140929T000000;395000.0;4;2.5;2130;11733;1.0;0.0;1379.68;0.0;5.0;7.0;1330.0;800.0;1969.0;0;98059;47.512;-122.16;1800;9131;36.86108167356077;95.93678138761604;132.7978630611768
1371;4078300024;20140725T000000;590000.0;4;2.75;2160;4205;1.0;0.0;665.79;3.0;3.0;7.0;1080.0;1080.0;1969.0;0;98125;47.7081;-122.276;2450;6014;25.479560805551564;104.02551158561683;129.5050723911684
1372;7852020800;20150402T000000;465000.0;3;2.5;1890;4808;2.0;0.0;790.53;0.0;3.0;8.0;1890.0;0.0;2000.0;0;98065;47.5348;-121.866;2460;5348;47.020380145613224;99.3072577739644;146.32763791957763
1373;2616700520;20150318T000000;285000.0;3;2.5;1590;9736;2.0;0.0;1128.29;0.0;3.0;7.0;1590.0;0.0;1985.0;0;98001;47.33;-122.278;1580;7500;86.88165529040029;79.94219103270552;166.8238463231058
1374;3298201290;20141224T000000;370000.0;3;1.0;940;7910;1.0;0.0;963.3;0.0;4.0;6.0;940.0;0.0;1959.0;0;98008;47.6181;-122.117;1000;7700;40.262925530028284;101.92561213838928;142.18853766841755
1375;5583200810;20150402T000000;662700.0;2;1.5;2440;6900;2.0;0.0;748.01;0.0;3.0;7.0;1590.0;850.0;1910.0;0;98118;47.5568;-122.271;1770;6900;15.248136135572295;102.81652362923667;118.06465976480897
1376;7202270440;20141023T000000;650000.0;4;2.5;2770;5612;2.0;0.0;1264.59;0.0;3.0;7.0;2770.0;0.0;2001.0;0;98053;47.686;-122.036;2770;5177;21.43526626988165;89.70881016233726;111.14407643221891
1377;5162100660;20140826T000000;335000.0;4;2.5;2520;7205;2.0;0.0;1890.19;0.0;3.0;8.0;2520.0;0.0;1987.0;0;98003;47.343;-122.316;2350;7632;35.480158927924016;102.29922440665727;137.7793833345813
1378;2395710070;20140725T000000;340000.0;4;2.25;2230;6791;2.0;0.0;845.02;0.0;3.0;8.0;2230.0;0.0;2005.0;0;98038;47.3769;-122.028;2420;6297;10.707840990980301;89.5915258873135;100.2993668782938
1379;3764650010;20150513T000000;500000.0;3;2.5;2300;4307;2.0;0.0;666.39;0.0;3.0;8.0;2300.0;0.0;1998.0;0;98034;47.7326;-122.197;2010;4307;78.9928173449007;80.47501712711413;159.46783447201483
1380;7202290320;20141024T000000;440500.0;3;2.5;1600;3172;2.0;0.0;1067.35;0.0;3.0;7.0;1600.0;0.0;2002.0;0;98053;47.6868;-122.042;1690;3698;37.74525618694745;108.66365836136686;146.4089145483143
1381;7518503220;20141028T000000;520000.0;2;1.5;1840;3825;1.0;0.0;980.4;0.0;3.0;8.0;1040.0;800.0;1928.0;0;98117;47.6808;-122.38;1290;5100;15.367452932385433;107.84235530823608;123.20980824062151
1382;2473371570;20141119T000000;313500.0;3;1.75;1610;7350;1.0;0.0;520.09;0.0;3.0;8.0;1610.0;0.0;1974.0;0;98058;47.4503;-122.131;2120;7350;21.719198387209403;104.3307677324063;126.0499661196157
1383;510002506;20140825T000000;459500.0;2;1.5;1170;1079;3.0;0.0;996.49;0.0;3.0;7.0;1170.0;0.0;2003.0;0;98103;47.6607;-122.333;1170;1116;84.826518078889;88.18161125923379;173.00812933812279
1384;1565950670;20150225T000000;380500.0;3;2.5;1900;7361;2.0;0.0;904.74;0.0;3.0;8.0;1900.0;0.0;1994.0;0;98055;47.4324;-122.191;2100;7361;50.22524545165011;124.99208046791355;175.21732591956368
1385;9376301112;20141031T000000;457000.0;2;2.5;1380;1329;2.0;0.0;1204.35;0.0;3.0;8.0;1050.0;330.0;2008.0;0;98117;47.6903;-122.37;1360;3750;17.85474137508166;108.9680614088434;126.82280278392506
1386;6669020290;20150304T000000;279950.0;3;1.75;1720;9775;1.0;0.0;1216.6;0.0;3.0;8.0;1720.0;0.0;1978.0;0;98032;47.3731;-122.286;1970;8400;72.43949253146243;85.90508068980728;158.3445732212697
1387;3110800030;20141028T000000;230000.0;4;1.5;1050;9516;1.0;0.0;1001.87;0.0;4.0;7.0;1050.0;0.0;1969.0;0;98031;47.4151;-122.181;1390;9600;34.7105570464246;104.7511304571191;139.46168750354371
1388;9178600360;20140604T000000;760500.0;3;2.0;1990;3990;1.0;0.0;919.03;0.0;5.0;7.0;1130.0;860.0;1912.0;0;98103;47.6572;-122.333;1710;4000;52.08568111660334;117.71872833324942;169.80440944985276
1389;2768100180;20140606T000000;595000.0;4;2.5;1990;2175;2.0;0.0;499.7;0.0;3.0;8.0;1680.0;310.0;2005.0;0;98107;47.6696;-122.371;1560;2087;21.313544145747272;115.618026696284;136.93157084203128
